match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
423779,2009/10,2009-12-03,Basin Reserve,1,0.1,Pakistan,New Zealand,Imran Farhat,Salman Butt,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,0.2,Pakistan,New Zealand,Imran Farhat,Salman Butt,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,0.3,Pakistan,New Zealand,Imran Farhat,Salman Butt,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,0.4,Pakistan,New Zealand,Imran Farhat,Salman Butt,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,0.5,Pakistan,New Zealand,Imran Farhat,Salman Butt,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,0.6,Pakistan,New Zealand,Imran Farhat,Salman Butt,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,1.1,Pakistan,New Zealand,Salman Butt,Imran Farhat,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,1.2,Pakistan,New Zealand,Salman Butt,Imran Farhat,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,1.3,Pakistan,New Zealand,Salman Butt,Imran Farhat,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,1.4,Pakistan,New Zealand,Salman Butt,Imran Farhat,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,1.5,Pakistan,New Zealand,Salman Butt,Imran Farhat,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,1.6,Pakistan,New Zealand,Salman Butt,Imran Farhat,DR Tuffey,1,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,2.1,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,2.2,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,2.3,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,2.4,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,2.5,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,2.6,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,3.1,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,3.2,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,3.3,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,3.4,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,3.5,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,3.6,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,4.1,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,2,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,4.2,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,4.3,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,4.4,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,4.5,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,4.6,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,5.1,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,5.2,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,5.3,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,5.4,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,5.5,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,5.6,Pakistan,New Zealand,Imran Farhat,Salman Butt,DR Tuffey,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,6.1,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,6.2,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,6.3,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,6.4,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
423779,2009/10,2009-12-03,Basin Reserve,1,6.5,Pakistan,New Zealand,Salman Butt,Imran Farhat,CS Martin,0,0,,,,,,,,,
